"File Name","Download Date",User,"First Name","Last Name",Affiliation,Study,"PCRC Member"
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/06/2021 - 02:01",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","08/06/2021 - 02:00",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/06/2021 - 01:59",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","08/06/2021 - 01:58",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","08/06/2021 - 01:57",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/06/2021 - 01:56",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Template.docx","08/06/2021 - 01:56",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/06/2021 - 01:54",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary_Mack.docx","08/06/2021 - 01:53",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/06/2021 - 00:57",Anonymous,,,,"Statin Discontinuation",
"Study Summary - PCDM.pdf","08/05/2021 - 22:17",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/05/2021 - 19:07",Anonymous,,,,"Statin Discontinuation",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/05/2021 - 18:56",Anonymous,,,,"Statin Discontinuation",
"GOC - DISC Data Repository - Study Summary.docx","08/05/2021 - 16:21",Anonymous,,,,"Goals of Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/05/2021 - 12:05",Anonymous,,,,"Statin Discontinuation",
"Study Summary - PCDM.pdf","08/05/2021 - 03:08",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary 14-09 Ferrell-protected.pdf","08/04/2021 - 22:34",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/04/2021 - 22:24",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/04/2021 - 12:25",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/04/2021 - 12:10",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","08/04/2021 - 10:06",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","08/04/2021 - 09:28",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","08/04/2021 - 05:20",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary - PCDM.pdf","08/04/2021 - 04:49",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/03/2021 - 23:40",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","08/03/2021 - 18:52",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:04",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:04",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:04",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:04",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:04",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/03/2021 - 18:03",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/03/2021 - 18:03",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
StudySummary100819.docx,"08/03/2021 - 18:03",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/03/2021 - 18:03",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 18:03",Anonymous,,,,"Statin Discontinuation",
StudySummary100819.docx,"08/03/2021 - 18:03",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 18:03",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 18:03",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 18:03",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 18:03",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","08/03/2021 - 18:03",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","08/03/2021 - 18:03",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","08/03/2021 - 18:03",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","08/03/2021 - 18:03",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","08/03/2021 - 18:03",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/03/2021 - 18:03",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","08/03/2021 - 18:03",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/03/2021 - 18:03",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/03/2021 - 18:03",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","08/03/2021 - 18:03",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/03/2021 - 18:03",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","08/03/2021 - 18:03",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"08/03/2021 - 18:03",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","08/03/2021 - 18:03",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - PCDM.pdf","08/03/2021 - 18:03",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/03/2021 - 18:03",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/03/2021 - 18:03",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/03/2021 - 18:03",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/03/2021 - 18:03",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - Long 14-06p.docx","08/03/2021 - 18:03",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","08/03/2021 - 18:03",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","08/03/2021 - 18:03",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","08/03/2021 - 18:03",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","08/03/2021 - 18:03",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","08/03/2021 - 18:03",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","08/03/2021 - 18:03",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","08/03/2021 - 18:03",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","08/03/2021 - 18:03",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","08/03/2021 - 18:03",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary Template.docx","08/03/2021 - 18:03",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","08/03/2021 - 18:02",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary_Mack.docx","08/03/2021 - 18:02",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:01",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:01",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:01",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:01",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","08/03/2021 - 18:01",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 17:59",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/03/2021 - 17:59",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 17:59",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/03/2021 - 17:59",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 17:59",Anonymous,,,,"Statin Discontinuation",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 17:59",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 17:59",Anonymous,,,,"Statin Discontinuation",
StudySummary100819.docx,"08/03/2021 - 17:59",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 17:59",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"08/03/2021 - 17:59",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 17:59",Anonymous,,,,"Statin Discontinuation",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","08/03/2021 - 17:59",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Study Summary.docx","08/03/2021 - 17:59",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
StudySummary100819.docx,"08/03/2021 - 17:59",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 17:59",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","08/03/2021 - 17:59",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","08/03/2021 - 17:59",Anonymous,,,,"Statin Discontinuation",
